0.0	0.0	false	2018-02-21 15:41:52.558

0.0	0.0	false	2018-02-21 15:41:52.625
0.0	0.0	false	2018-02-21 15:41:52.658
0.0	0.0	false	2018-02-21 15:41:52.691
0.0	0.0	false	2018-02-21 15:41:52.725
0.0	0.0	false	2018-02-21 15:41:52.758
959.248	1005.919	false	2018-02-21 15:41:52.791
0.0	0.0	false	2018-02-21 15:41:52.824
1251.5164	872.6591	false	2018-02-21 15:41:52.858
0.0	0.0	false	2018-02-21 15:41:52.891
0.0	0.0	false	2018-02-21 15:41:52.924
0.0	0.0	false	2018-02-21 15:41:52.958
0.0	0.0	false	2018-02-21 15:41:52.991
1112.9492	1357.0796	false	2018-02-21 15:41:53.024
1113.7085	1375.2972	false	2018-02-21 15:41:53.058
1274.0066	813.8239	false	2018-02-21 15:41:53.091
622.1907	1060.3594	false	2018-02-21 15:41:53.124
468.4632	912.2622	false	2018-02-21 15:41:53.157
469.4866	920.736	false	2018-02-21 15:41:53.192
469.2095	914.2203	false	2018-02-21 15:41:53.225
464.9969	917.9775	false	2018-02-21 15:41:53.258
455.9975	902.5192	false	2018-02-21 15:41:53.291
461.3037	913.9392	false	2018-02-21 15:41:53.325
458.1435	905.3123	false	2018-02-21 15:41:53.358
442.3229	857.4907	false	2018-02-21 15:41:53.391
452.7443	887.0431	false	2018-02-21 15:41:53.425
455.3646	904.2349	false	2018-02-21 15:41:53.458
453.9413	891.9361	false	2018-02-21 15:41:53.491
460.7102	911.5355	false	2018-02-21 15:41:53.524
0.0	0.0	false	2018-02-21 15:41:53.557
0.0	0.0	false	2018-02-21 15:41:53.590
0.0	0.0	false	2018-02-21 15:41:53.624
818.3468	1027.5306	true	2018-02-21 15:41:53.657
801.2909	968.8397	false	2018-02-21 15:41:53.690
0.0	0.0	false	2018-02-21 15:41:53.724
0.0	0.0	false	2018-02-21 15:41:53.758
628.4871	1112.2001	false	2018-02-21 15:41:53.790
0.0	0.0	false	2018-02-21 15:41:53.823
0.0	0.0	false	2018-02-21 15:41:53.857
0.0	0.0	false	2018-02-21 15:41:53.891
0.0	0.0	false	2018-02-21 15:41:53.924
0.0	0.0	false	2018-02-21 15:41:53.957
0.0	0.0	false	2018-02-21 15:41:53.991
0.0	0.0	false	2018-02-21 15:41:54.024
0.0	0.0	false	2018-02-21 15:41:54.057
0.0	0.0	false	2018-02-21 15:41:54.091
0.0	0.0	false	2018-02-21 15:41:54.124
0.0	0.0	false	2018-02-21 15:41:54.157
0.0	0.0	false	2018-02-21 15:41:54.190
0.0	0.0	false	2018-02-21 15:41:54.223
0.0	0.0	false	2018-02-21 15:41:54.257
0.0	0.0	false	2018-02-21 15:41:54.290
0.0	0.0	false	2018-02-21 15:41:54.323
457.2664	1580.2465	false	2018-02-21 15:41:54.357
0.0	0.0	false	2018-02-21 15:41:54.390
0.0	0.0	false	2018-02-21 15:41:54.423
0.0	0.0	false	2018-02-21 15:41:54.456
